ID,Default
12156965,0
12166193,0
12150806,0
12200015,0
12116188,1
12161475,0
12178452,0
12174785,1
12116518,0
12188285,0
12160546,0
12189654,0
12100111,0
12148314,0
12117711,0
12213467,0
12172498,0
12101150,0
12109845,0
12202394,0
12184506,0
12110775,0
12145473,1
12217470,0
12134571,0
12142478,0
12128884,0
12160673,0
12165584,0
12189965,0
12131692,0
12128981,0
12206721,0
12195214,0
12163718,0
12101414,0
12187234,0
12205221,0
12115192,0
12127782,0
12195201,0
12143957,0
12143584,0
12182030,0
12195442,0
12176929,0
12199495,1
12189023,0
12151043,0
12121233,0
12151106,0
12135110,0
12208729,0
12127034,0
12163810,0
12135926,0
12202166,0
12114518,0
12123138,0
12164008,0
12221136,0
12182324,0
12134596,0
12159941,0
12218343,0
12160381,0
12132662,0
12120648,0
12208767,0
12166413,1
12164489,0
12192306,0
12123295,1
12143630,0
12108592,0
12166317,0
12171253,0
12175383,0
12211417,0
12199793,0
12112923,0
12117154,0
12165784,0
12147721,0
12101286,0
12218020,0
12141452,0
12177969,1
12151785,0
12131770,0
12168459,0
12134348,0
12171179,1
12114845,0
12186747,0
12195344,0
12214067,0
12190677,0
12141798,0
12209180,0
12178978,1
12202957,0
12128564,0
12210177,0
12101848,0
12170773,0
12204707,0
12141344,0
12168608,0
12205017,0
12221455,0
12183586,0
12140700,0
12208475,0
12151005,0
12200800,0
12184772,0
12206311,0
12156398,0
12166405,0
12113687,0
12136049,0
12164520,0
12125924,0
12127324,0
12142570,0
12120985,0
12142221,0
12145203,0
12171037,0
12192769,0
12118406,0
12182083,0
12193766,0
12153509,0
12145580,0
12204928,0
12158403,0
12127574,0
12166328,0
12151872,0
12160635,1
12136703,0
12220202,0
12167849,0
12157911,0
12123392,0
12167268,0
12105286,0
12149271,0
12202249,0
12123377,0
12128584,0
12209064,0
12195247,0
12174913,0
12131105,0
12202219,0
12144886,0
12140557,1
12152951,0
12177201,1
12213028,0
12113737,0
12143012,0
12166871,0
12210946,0
12138570,0
12197102,0
12192771,0
12106344,0
12202684,0
12117234,0
12168594,0
12121166,0
12171716,1
12140008,0
12112442,0
12191324,0
12201561,1
12157743,0
12119610,0
12100656,0
12107803,0
12180634,0
12191418,0
12220265,0
12153019,0
12195897,0
12179160,0
12108520,0
12134955,0
12208116,0
12207800,0
12157351,0
12201970,0
12195950,0
12123188,1
12131138,0
12171477,0
12155728,0
12200423,0
12140423,0
12134207,0
12141713,0
12122710,0
12108325,0
12160969,0
12174399,0
12119299,0
12135444,1
12206561,0
12195996,0
12110709,0
12203668,0
12194123,0
12203304,0
12134887,0
12137989,1
12136620,0
12195267,0
12142392,0
12191283,0
12187410,0
12112563,0
12150419,0
12101800,0
12185661,0
12200379,0
12135881,0
12210925,0
12131312,0
12166479,0
12194193,1
12168563,0
12213117,0
12108601,0
12100229,0
12120997,0
12182250,1
12205389,0
12171432,0
12106777,0
12193863,0
12206704,0
12156098,0
12164834,0
12204042,1
12135270,1
12122152,0
12173860,0
12202152,0
12195449,0
12177351,0
12127011,0
12157149,0
12216927,0
12207510,0
12165321,0
12214387,0
12184083,0
12102255,1
12111059,0
12172595,0
12136545,0
12147726,0
12140720,0
12172269,0
12183084,0
12156853,0
12176604,0
12163598,0
12166283,0
12199484,0
12101471,0
12214045,0
12203835,0
12123235,0
12116116,0
12125045,0
12175681,0
12219876,0
12138164,0
12170179,0
12128182,0
12181138,0
12175964,0
12220898,0
12155516,0
12188905,0
12132594,0
12209334,0
12153567,0
12147974,0
12221565,0
12113034,1
12145319,0
12132740,0
12194884,0
12147359,0
12207477,0
12212648,0
12144084,0
12101797,0
12214447,0
12178209,0
12173004,0
12204708,0
12105806,1
12124996,0
12111167,0
12212405,0
12138619,0
12183059,0
12108366,0
12212068,0
12105290,0
12196521,0
12109400,0
12208732,0
12203689,0
12209690,0
12142674,0
12208893,0
12208396,0
12206870,0
12138222,0
12149281,0
12163038,0
12189752,0
12135064,0
12195188,1
12138143,0
12165075,0
12197446,1
12193977,0
12158459,0
12182262,0
12201037,0
12110134,0
12133935,0
12102662,0
12177931,0
12138473,0
12173745,0
12135436,0
12133368,0
12100330,0
12119652,0
12136918,1
12105155,0
12149713,0
12156838,0
12211089,0
12137528,1
12125432,0
12158143,0
12205119,0
12182150,0
12119567,0
12203924,0
12185459,0
12217977,0
12120347,0
12183875,0
12205830,0
12218250,0
12112866,1
12177040,0
12181644,0
12111655,0
12138528,0
12198667,0
12214765,0
12168263,0
12102394,0
12112113,0
12189664,0
12174202,1
12146775,1
12161631,0
12120752,0
12147351,0
12185529,0
12142597,1
12206709,0
12154140,0
12121689,0
12166370,0
12102011,0
12136651,0
12208835,0
12219139,0
12138254,0
12157375,0
12178364,0
12216043,0
12125995,0
12181569,0
12108194,0
12172180,0
12171105,0
12158869,0
12120954,1
12178212,0
12151668,0
12125312,0
12187291,1
12146500,0
12162691,0
12189297,0
12152920,0
12180641,0
12170038,0
12211744,0
12165135,0
12157500,0
12128169,0
12149296,0
12168522,0
12173072,0
12174660,0
12192303,0
12108238,0
12123743,0
12177766,0
12141703,0
12148850,0
12105930,0
12216564,0
12135379,0
12143776,0
12196483,0
12174919,0
12149073,0
12197811,0
12215106,0
12128986,0
12110165,0
12181694,0
12108999,0
12146352,0
12172226,1
12184792,0
12118757,0
12163076,0
12220778,1
12164222,0
12213007,1
12131730,0
12172331,0
12188242,0
12214070,0
12104034,0
12195484,0
12167202,0
12106183,0
12131449,0
12170381,0
12129124,1
12157247,0
12150162,0
12109193,0
12147944,0
12150100,0
12198440,0
12152861,0
12152723,0
12180315,0
12116711,0
12162499,1
12195126,0
12142049,0
12199122,0
12179731,0
12147266,0
12164882,0
12185494,0
12192149,0
12132670,0
12181176,0
12153129,0
12136415,1
12109314,0
12126868,1
12205708,0
12155940,0
12141035,1
12150106,0
12122940,0
12170671,0
12191862,0
12154027,0
12163172,0
12180293,0
12136915,0
12122277,0
12151413,0
12202633,0
12121820,0
12197805,0
12105389,0
12173518,0
12134559,0
12153410,0
12122339,0
12202870,0
12190785,0
12220001,1
12198505,1
12135961,0
12161290,0
12189963,0
12121477,0
12108265,0
12203211,0
12172129,1
12198718,0
12118329,0
12136048,0
12120186,0
12112179,0
12177967,1
12121955,0
12195435,0
12156717,0
12191674,0
12169481,0
12116769,0
12126031,0
12119803,0
12211272,0
12135416,0
12182013,0
12118740,0
12121876,0
12150967,0
12150880,0
12153217,0
12208995,0
12123157,0
12177471,0
12183073,0
12205907,0
12116055,0
12136793,0
12158501,0
12117145,0
12205126,1
12116133,0
12133492,0
12110597,0
12145328,0
12151900,0
12171540,0
12173088,0
12212955,0
12144506,0
12129379,0
12216006,0
12112432,0
12131166,0
12131256,0
12139474,0
12135301,0
12163205,0
12138403,0
12124590,0
12172840,0
12215740,1
12103769,0
12182949,0
12142917,0
12101095,0
12153180,0
12114650,0
12121045,0
12130805,0
12125422,0
12154811,0
12115205,0
12184850,0
12142970,0
12146173,0
12150797,0
12213669,0
12126776,0
12217713,0
12102873,0
12162031,0
12110868,0
12152868,0
12106715,0
12102349,0
12127765,0
12109010,0
12143645,0
12120893,0
12190351,0
12169833,0
12140940,0
12108286,0
12156208,0
12179122,1
12214309,0
12186852,0
12139359,0
12148751,0
12123092,0
12103642,0
12167585,0
12218424,0
12103112,0
12167410,0
12163594,0
12119804,0
12159640,0
12131246,0
12217205,0
12152727,1
12176075,0
12115597,0
12145335,0
12211345,1
12159696,0
12187513,0
12151902,0
12111284,0
12198140,0
12176710,0
12173782,0
12104220,0
12137380,0
12138839,0
12221653,0
12167757,1
12194063,0
12184345,0
12164515,0
12143930,0
12118695,0
12159502,0
12153982,0
12161800,0
12109550,0
12197186,0
12195856,0
12101625,0
12125986,1
12176111,0
12191483,0
12213159,0
12192161,0
12119909,1
12210919,0
12125744,0
12169274,0
12204990,0
12193399,0
12166127,1
12141752,0
12128476,0
12110525,0
12215613,0
12199981,0
12132178,0
12190046,0
12205683,0
12124985,0
12145948,0
12152686,0
12181557,0
12179361,0
12196411,1
12135176,0
12209354,0
12147677,0
12220378,0
12196213,0
12182832,0
12171443,0
12187097,0
12113848,1
12177423,0
12178469,0
12107949,0
12109862,0
12172272,0
12160649,0
12158865,0
12107526,0
12129281,0
12110582,0
12210984,0
12176887,0
12130096,0
12128292,0
12159702,0
12130724,0
12214568,0
12103915,0
12208209,0
12148487,0
12103740,0
12110762,0
12165209,0
12191477,1
12182329,0
12122775,0
12184629,0
12176310,0
12148290,1
12128949,0
12201113,0
12104311,0
12189598,1
12132191,0
12197299,1
12116952,0
12119919,0
12178815,0
12203482,0
12127719,0
12177662,1
12204953,0
12115234,0
12111179,0
12107163,0
12112070,0
12155957,0
12208481,0
12150874,0
12126699,0
12112041,0
12211300,0
12124640,0
12100836,0
12170982,0
12122563,0
12134202,0
12152633,0
12161890,0
12136557,1
12118967,0
12183738,0
12171337,0
12133674,0
12122226,0
12185796,0
12124986,0
12209037,0
12161202,0
12151247,0
12176694,0
12207007,0
12166425,0
12201508,0
12167719,0
12143742,0
12141824,0
12154415,0
12105810,0
12142872,0
12203317,0
12163453,0
12174295,0
12205300,0
12171780,0
12123645,0
12209656,0
12185356,0
12119236,0
12165611,0
12209966,0
12141558,0
12107565,0
12173104,0
12179024,0
12144406,0
12132087,0
12151350,0
12107649,0
12142756,0
12189085,0
12130490,0
12178759,0
12147882,0
12128344,0
12153925,0
12158658,0
12175317,0
12166975,0
12135228,0
12180481,0
12202467,0
12119497,0
12129797,0
12121483,0
12145530,0
12215557,0
12215968,1
12159200,0
12163855,0
12168465,0
12122375,0
12191391,0
12173571,0
12112611,0
12207612,0
12196676,0
12203286,0
12151397,0
12210051,0
12183923,0
12154231,0
12194015,0
12181991,0
12151744,0
12146580,0
12215443,0
12184740,0
12159642,0
12194222,0
12194526,0
12185561,0
12149527,0
12220186,0
12104264,0
12219625,0
12213195,1
12221499,0
12161822,0
12124623,0
12119675,1
12113289,1
12196964,0
12152086,0
12190672,0
12110696,0
12209466,0
12106114,0
12186282,0
12191781,0
12199667,0
12131091,0
12217291,0
12110859,0
12192835,1
12208608,0
12179285,0
12121523,0
12197738,0
12209199,0
12175676,0
12135681,0
12110987,0
12143146,0
12109868,0
12124768,1
12188032,1
12123313,0
12162648,0
12140416,0
12114753,0
12168973,0
12153480,0
12182569,1
12127230,0
12126784,0
12164125,1
12215017,0
12135174,0
12145567,1
12171899,0
12164134,0
12178546,0
12114749,0
12173519,0
12119761,0
12169662,0
12125576,0
12204856,0
12131563,0
12188903,0
12131462,0
12190225,0
12194730,0
12173802,0
12174621,0
12130219,0
12117727,0
12133186,0
12158507,0
12183860,1
12139284,0
12132934,1
12169429,1
12209654,0
12125465,0
12216785,0
12121816,0
12124927,0
12190929,0
12129339,0
12112912,0
12164526,0
12114679,1
12161670,0
12193990,0
12145007,0
12137629,0
12212157,0
12151191,0
12142165,0
12174383,0
12162698,0
12114458,0
12141390,0
12161018,0
12175755,0
12162868,0
12117222,0
12175621,0
12124149,0
12130882,0
12117901,0
12175151,0
12167055,0
12200492,0
12115204,0
12159889,0
12146850,0
12148567,0
12121040,0
12121511,0
12136771,0
12201838,0
12210938,0
12116150,0
12181564,1
12192980,1
12168202,0
12193050,0
12182314,0
12171435,0
12203909,0
12186981,0
12153517,0
12104663,0
12179814,0
12177185,1
12178933,0
12148674,0
12139711,0
12101859,0
12156937,0
12189053,0
12120087,0
12198574,0
12205565,0
12196122,0
12113958,0
12176263,0
12213991,0
12218379,0
12181926,0
12148120,0
12165048,0
12168367,0
12127068,0
12193459,0
12100189,0
12140965,0
12174565,1
12221280,1
12207088,0
12201282,0
12205484,0
12186949,0
12176403,0
12168786,0
12101890,0
12173151,0
12196339,0
12202740,0
12125584,0
12177799,0
12139741,0
12141628,0
12129745,0
12195302,0
12105398,0
12114863,0
12214095,0
12213083,0
12112025,0
12139475,0
12147080,0
12213488,0
12212554,0
12204706,0
12108596,0
12168130,0
12110904,0
12121878,1
12161320,0
12191300,0
12215029,0
12139596,0
12116470,0
12168285,0
12147169,0
12194216,0
12182681,0
12115309,0
12209948,0
12100868,1
12213186,0
12158002,0
12190618,0
12111407,1
12201676,0
12103820,0
12157557,0
12103175,0
12112805,0
12197965,0
12184178,0
12153607,0
12221818,0
12100084,0
12127899,0
12155080,0
12125002,0
12141359,0
12150924,1
12191756,0
12161057,0
12143268,0
12153823,0
12112941,0
12188786,0
12131571,0
12161539,0
12100287,1
12216724,0
12218680,0
12105946,0
12159843,0
12124448,0
12103588,0
12202724,1
12104121,0
12216855,0
12186160,1
12160375,0
12175260,0
12145446,0
12195780,1
12138140,0
12206532,0
12169492,0
12154578,0
12162827,0
12107998,0
12158946,0
12163950,0
12163332,0
12196561,0
12186074,0
12209881,0
12141205,0
12138478,0
12113989,0
12116025,0
12189770,0
12164577,0
12129617,1
12139348,0
12218677,0
12125800,0
12136978,0
12220319,0
12102501,0
12194847,1
12208650,0
12216231,0
12104290,0
12132885,1
12160749,0
12172231,0
12137860,0
12120388,0
12114625,0
12130364,0
12109922,0
12214422,0
12157428,0
12210564,1
12127133,0
12188780,0
12153907,0
12157678,0
12217483,0
12151845,0
12180103,0
12112344,1
12212192,0
12150265,1
12162821,0
12101051,0
12115580,0
12195036,0
12120719,0
12122498,1
12190508,0
12209370,1
12171122,0
12191903,0
12170903,0
12203590,0
12143980,0
12193492,0
12176476,0
12204210,0
12123621,0
12154379,0
12161480,0
12210045,0
12184445,0
12117555,0
12131960,0
12186702,0
12157997,0
12213879,1
12101193,0
12197621,0
12196032,0
12180013,0
12139895,1
12173105,0
12105601,0
12214087,0
12131771,0
12166208,0
12100998,0
12149821,1
12184624,0
12157076,0
12212892,0
12176703,0
12146043,0
12152518,0
12149728,0
12207674,0
12128611,0
12212076,1
12212225,1
12110523,0
12220398,0
12145113,0
12121287,0
12201129,0
12196077,0
12187488,0
12112078,0
12171825,0
12116015,0
12205006,0
12212081,0
12213997,0
12138234,0
12143383,0
12138532,0
12182252,0
12133618,0
12196229,0
12172773,0
12145217,0
12103666,0
12204004,0
12216678,0
12137637,0
12195696,0
12105560,0
12193972,0
12162674,1
12146418,0
12202956,0
12132849,0
12198214,0
12220430,0
12107142,0
12164375,0
12110267,0
12129800,0
12203945,0
12144194,0
12150506,0
12150976,0
12207440,0
12182166,0
12143722,0
12161144,0
12134772,0
12117451,1
12156267,0
12177814,0
12122675,0
12117479,0
12177831,1
12220929,0
12171377,0
12198128,0
12145909,0
12193922,0
12112034,0
12183615,0
12134393,0
12170849,0
12135529,0
12162422,0
12202765,0
12126679,0
12127787,0
12140046,0
12201650,0
12133309,0
12198283,0
12157439,0
12144068,0
12171233,0
12110705,0
12160453,0
12219332,0
12145171,0
12124222,1
12113549,0
12112513,0
12167327,0
12106485,0
12113921,0
12116593,0
12128788,0
12145978,0
12183757,0
12132514,0
12114227,0
12165636,0
12214452,0
12101553,0
12214352,0
12168406,0
12183741,1
12161196,0
12125471,0
12171796,0
12114081,0
12202596,0
12186611,0
12167419,0
12122892,0
12102653,0
12104276,0
12100547,0
12115600,0
12144364,0
12177636,0
12189573,0
12134572,0
12100822,0
12143649,1
12173577,0
12132637,0
12124292,0
12138728,1
12133677,0
12204501,0
12147274,0
12204121,0
12137632,0
12180110,0
12109844,0
12104980,1
12200867,0
12186002,0
12109773,0
12109968,0
12165200,0
12153655,0
12182797,0
12159090,1
12150544,0
12188590,1
12217834,0
12203518,0
12206279,0
12131720,0
12188935,0
12150263,0
12107981,0
12132252,0
12167230,0
12188933,0
12104749,0
12146300,0
12204081,0
12133088,1
12217946,0
12113292,0
12151320,0
12109615,0
12133640,0
12201910,1
12120463,0
12199053,0
12161959,0
12111122,0
12205669,0
12140146,0
12151215,0
12185886,0
12135686,0
12106743,0
12172089,0
12219813,0
12158734,0
12101273,0
12157909,0
12114634,0
12170027,0
12215883,0
12199106,0
12108946,0
12186498,0
12115164,0
12209067,1
12195301,0
12101840,0
12142847,0
12137476,0
12118464,0
12177767,0
12119818,0
12172178,0
12205690,0
12139333,0
12210336,0
12115423,0
12160374,0
12101974,0
12132920,0
12217212,0
12123067,0
12210059,0
12110102,0
12180717,1
12200059,0
12135137,0
12179278,0
12199456,1
12210483,0
12159113,0
12206736,0
12120424,0
12200769,0
12139840,0
12168965,0
12131478,0
12126651,0
12215323,0
12196613,0
12196562,0
12212732,0
12210232,0
12177337,0
12122064,0
12174365,0
12181035,0
12118849,1
12145415,0
12155423,0
12164433,0
12134832,0
12112040,0
12165494,0
12196200,0
12156414,1
12218415,0
12197659,0
12148098,0
12115209,0
12165514,0
12193018,1
12197135,0
12121830,0
12153610,0
12121994,0
12146105,0
12138034,0
12164617,0
12125072,0
12143693,0
12190112,1
12159981,0
12213784,0
12195541,0
12175923,1
12111560,0
12198827,0
12180657,0
12108288,0
12183214,0
12115113,0
12145790,0
12111837,0
12162350,0
12128603,0
12120708,0
12189717,0
12102649,0
12125723,0
12172961,0
12196192,0
12176689,0
12166059,0
12103917,0
12146852,0
12198791,0
12203351,0
12148964,0
12142639,0
12115462,0
12114498,0
12172247,0
12138787,0
12130703,0
12119329,0
12197480,1
12146456,0
12109281,1
12101911,0
12206510,0
12101266,0
12192742,0
12202400,0
12206332,0
12162609,0
12197122,0
12171840,0
12113385,0
12117348,0
12160425,0
12202390,0
12178778,0
12214889,0
12126901,0
12184851,0
12146929,0
12207747,0
12133923,0
12121841,0
12165615,0
12190887,0
12102342,0
12208491,0
12119974,0
12138010,0
12105915,0
12142645,0
12151624,0
12143956,0
12153946,0
12172084,0
12136933,0
12187577,1
12110963,0
12145544,0
12103916,0
12183229,0
12151074,0
12215996,0
12115823,0
12210901,0
12155507,0
12209152,0
12168020,0
12127471,0
12175666,0
12125890,0
12143853,0
12125885,0
12118307,0
12173063,0
12199253,1
12179837,0
12211483,0
12136370,0
12185502,0
12156379,0
12177063,0
12107174,0
12107505,0
12130278,0
12196100,0
12187721,0
12215656,0
12123955,0
12138793,0
12186153,0
12105328,0
12119091,0
12115400,0
12103400,0
12162194,0
12199216,0
12166132,1
12204638,0
12107991,0
12107631,0
12216988,0
12194576,1
12160608,0
12216038,0
12158070,0
12187528,0
12132288,0
12210122,0
12176509,0
12217884,0
12195787,0
12105311,0
12117781,0
12193581,1
12168117,0
12199321,0
12154711,0
12145524,0
12214746,0
12108135,0
12155882,0
12131632,0
12100968,0
12152324,0
12133210,0
12156104,1
12145475,0
12175191,0
12135892,0
12176439,0
12141215,0
12180045,0
12212610,0
12144569,0
12202403,0
12130157,0
12184678,0
12130902,0
12123623,0
12109120,0
12175336,0
12160459,0
12210643,0
12190766,0
12187524,0
12119537,0
12218006,0
12173867,1
12163225,0
12190429,0
12153849,0
12177855,0
12211940,0
12198979,0
12132592,0
12185624,0
12190662,0
12143682,0
12138998,0
12180534,0
12104754,0
12165990,0
12120687,0
12115802,0
12131909,0
12183488,0
12194750,1
12183562,0
12121608,0
12184104,0
12189800,0
12202885,0
12119757,0
12207689,0
12185421,0
12160895,0
12208990,0
12183767,0
12158698,0
12179838,0
12159907,0
12178898,0
12137597,1
12115118,0
12132082,0
12186991,0
12100845,1
12194203,1
12178703,0
12100938,1
12182159,0
12196314,0
12183063,0
12106313,1
12141884,0
12205980,0
12148904,0
12219969,0
12123904,0
12115518,0
12167599,0
12140738,1
12115279,0
12179996,0
12151663,0
12145478,0
12119188,0
12121514,1
12159248,0
12175682,0
12148045,1
12105409,0
12209025,1
12201735,0
12170095,0
12152948,0
12104772,0
12217933,0
12174737,0
12191390,0
12176195,0
12156141,1
12194225,0
12101660,0
12160603,0
12123281,0
12103589,0
12204948,0
12207797,0
12143837,0
12193228,0
12182087,0
12165532,0
12120318,0
12173684,0
12162481,0
12187267,0
12182354,1
12146368,0
12192913,0
12211544,0
12127704,0
12157477,0
12139562,0
12160170,0
12132776,0
12106873,0
12198469,0
12169755,0
12136961,0
12153554,0
12152514,0
12135816,0
12168657,0
12100977,0
12196367,0
12177612,0
12108623,0
12221345,0
12148219,1
12183954,0
12218181,0
12106376,0
12220438,1
12202827,0
12128618,0
12190215,0
12217906,0
12207857,0
12183656,0
12182128,0
12143206,0
12168062,0
12171531,0
12190265,1
12165626,0
12152403,0
12182425,0
12155871,0
12127764,0
12175104,0
12197086,0
12123298,0
12204038,0
12148049,1
12126933,0
12103504,0
12166299,0
12150103,0
12174028,0
12141614,0
12142389,0
12215633,0
12125594,0
12212884,0
12135148,0
12201884,0
12123223,0
12134402,0
12132501,0
12161813,0
12175861,1
12139032,1
12128138,0
12193802,0
12130969,0
12164861,0
12103707,0
12123662,0
12184312,0
12145773,0
12140393,0
12139653,0
12189210,0
12185585,0
12135258,1
12198668,0
12206764,0
12192038,0
12183463,0
12209615,0
12182863,0
12148760,0
12116724,0
12167250,0
12115038,1
12108858,0
12197991,0
12169105,0
12102898,0
12100234,0
12102465,0
12117622,0
12206101,0
12155562,0
12175984,0
12156064,0
12206070,1
12140123,1
12131885,1
12163590,0
12125672,0
12196931,0
12174247,0
12113819,0
12159567,0
12208143,1
12204939,0
12202706,0
12175345,0
12216827,0
12113394,0
12122029,1
12112358,0
12127361,0
12162720,0
12193915,0
12168243,0
12133244,0
12164479,0
12165057,1
12141897,0
12117321,0
12152495,0
12160536,0
12140847,0
12130101,0
12143311,0
12128340,0
12165263,0
12100928,0
12135183,0
12139447,0
12114266,0
12166521,0
12155672,0
12170366,0
12157904,0
12186173,0
12156499,0
12109570,0
12111427,0
12146563,0
12199843,0
12171615,0
12145854,0
12171239,0
12193962,0
12105785,0
12120742,1
12175828,0
12146621,0
12208240,0
12180946,0
12108166,0
12183545,0
12113690,0
12113559,1
12137004,0
12157639,0
12113582,0
12148559,0
12168998,0
12178736,0
12169597,0
12112023,1
12137901,0
12100323,0
12126487,0
12209106,0
12199550,0
12173289,0
12105086,0
12142382,0
12195383,1
12135693,0
12203294,0
12143798,0
12195941,0
12199891,0
12107436,0
12188841,0
12150432,0
12131121,0
12204451,0
12181778,0
12119240,0
12219577,0
12204851,0
12138609,0
12183491,0
12149894,0
12165082,0
12133803,0
12157202,0
12155083,1
12220145,0
12207959,0
12155893,0
12120632,0
12126267,0
12208788,0
12201259,0
12160259,0
12103938,0
12186285,0
12196300,0
12118231,0
12112920,1
12137242,0
12195862,0
12182561,0
12193505,0
12203867,1
12205554,0
12107147,0
12133197,0
12150082,0
12105188,0
12139814,0
12121422,0
12214101,0
12209212,0
12201117,0
12142040,0
12158823,0
12151984,0
12184376,0
12203272,0
12148499,0
12196090,1
12172626,0
12102324,0
12101754,0
